new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
ROBO4	autism	ENSG00000154133	54538	0	1	1	0	0	0	0	0	0	0	0	"roundabout homolog 4, magic roundabout (Drosophila)"	ECSM4|FLJ20798|MGC133352|MGC133353|MRB	"roundabout homolog 4, magic roundabout"	11	11q24.2	18270976,	1	2	0.0070		0	0	0	0.9000000000000001	
SPR	autism	ENSG00000116096	6697	0	0	1	0	0	0	0	0	0	0	0	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"	SDR38C1	"sepiapterin reductase|short chain dehydrogenase/reductase family 38C, member 1"	2	2p14-p12	19674121,	1	1	0.0070		0	0	0	0.9000000000000001	
ROBO3	autism	ENSG00000154134	64221	0	1	1	0	0	0	0	0	0	0	0	"roundabout, axon guidance receptor, homolog 3 (Drosophila)"	FLJ21044|HGPPS|HGPS|RBIG1|RIG1	"horizontal gaze palsy with progressive scoliosis|retinoblastoma inhibiting gene 1|roundabout, axon guidance receptor, homolog 3"	11	11q24.2	18270976,	1	2	0.0070		0	0	0	0.9000000000000001	
PPP4C	autism	ENSG00000149923	5531	0	1	1	0	0	0	0	0	0	0	0	"protein phosphatase 4 (formerly X), catalytic subunit"	PP4|PP4C|PPH3|PPP4|PPX	"protein phosphatase 4, catalytic subunit|protein phosphatase X|serine/threonine-protein phosphatase 4"	16	16p12-p11	19242545,	1	2	0.0070		0	0	0	0.9000000000000001	
TUB	autism	ENSG00000166402	7275	0	1	1	0	0	0	0	0	0	0	0	tubby homolog (mouse)	rd5	tubby|tubby homologue	11	11p15.5	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SNRPN	autism	ENSG00000128739	6638	0	1	1	0	0	0	0	0	0	0	0	small nuclear ribonucleoprotein polypeptide N	DKFZp686C0927|DKFZp686M12165|DKFZp761I1912|DKFZp762N022|FLJ33569|FLJ36996|FLJ39265|HCERN3|MGC29886|PWCR|RT-LI|SM-D|SMN|SNRNP-N|SNURF-SNRPN	OTTHUMP00000159463|SM protein N|tissue-specific splicing protein	15	15q11.2	18361419,	1	2	0.0070		0	0	0	0.9000000000000001	
QDPR	autism	ENSG00000151552	5860	0	0	1	0	0	0	0	0	0	0	0	quinoid dihydropteridine reductase	DHPR|FLJ42391|PKU2|SDR33C1	"6,7-dihydropteridine reductase|short chain dehydrogenase/reductase family 33C, member 1"	4	4p15.31	19674121,	1	1	0.0070		0	0	0	0.9000000000000001	
TCN2	autism	ENSG00000185339	6948	0	1	1	0	0	0	0	0	0	0	0	transcobalamin II; macrocytic anemia	D22S676|D22S750|TC2	transcobalamin II	22	22q12.2	16917939,	1	2	0.0070		0	0	0	0.9000000000000001	
POR	autism	ENSG00000127948	5447	0	0	1	0	0	0	0	0	0	0	0	P450 (cytochrome) oxidoreductase	CPR|CYPOR|DKFZp686G04235|FLJ26468|P450R	NADPH-dependent cytochrome P450 reductase|cytochrome P450 reductase	7	7q11.2	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CDKL4	autism	ENSG00000205111	344387	0	0	1	0	0	0	0	0	0	0	0	cyclin-dependent kinase-like 4	-	OTTHUMP00000164944	2	2p22.1	19241098,	1	1	0.0070		0	0	0	0.9000000000000001	
NDEL1	autism	ENSG00000166579	81565	0	0	1	0	0	0	0	0	0	0	0	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	DKFZp451M0318|EOPA|MITAP1|NUDEL	NUDE-like protein|endooligopeptidase A|mitosin-associated protein MITAP1|nudE nuclear distribution gene E homolog like 1	17	17p13.1	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
CARTPT	autism	ENSG00000164326	9607	0	1	1	0	0	0	0	0	0	0	0	CART prepropeptide	CART	cocaine and amphetamine regulated transcript|cocaine- and amphetamine-regulated transcript	5	5q13.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HOXD@	autism		3230	0	1	1	0	0	0	0	0	0	0	0	homeobox D cluster	HOX4@	-	2	2q31-q37	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CNR2	autism	ENSG00000188822	1269	0	1	1	0	0	0	0	0	0	0	0	cannabinoid receptor 2 (macrophage)	CB2|CX5	OTTHUMP00000015772|OTTHUMP00000044841|testis-dominant CNR2 isoform CB2	1	1p36.11	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC30A4	autism	ENSG00000104154	7782	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 30 (zinc transporter), member 4"	ZNT4	-	15	15q11.2-q21.3|15q21.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CYP19A1	autism	ENSG00000137869	1588	0	0	1	0	0	0	0	0	0	0	0	"cytochrome P450, family 19, subfamily A, polypeptide 1"	ARO|ARO1|CPV1|CYAR|CYP19|MGC104309|P-450AROM	"OTTHUMP00000162543|aromatase|cytochrome P450, family 19|cytochrome P450, subfamily XIX (aromatization of androgens)|estrogen synthetase|flavoprotein-linked monooxygenase|microsomal monooxygenase"	15	15q21.1	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
GABRA1	autism	ENSG00000022355	2554	0	1	1	0	0	0	0	0	0	0	1	"gamma-aminobutyric acid (GABA) A receptor, alpha 1"	ECA4|EJM	OTTHUMP00000160870	5	5q34-q35	16770606,	1	3	0.0070		1	0	0	0.9000000000000001	
GABRA3	autism	ENSG00000011677	2556	0	1	1	0	0	0	0	0	0	0	0	"gamma-aminobutyric acid (GABA) A receptor, alpha 3"	MGC33793	"OTTHUMP00000025897|OTTHUMP00000025898|gamma-aminobutyric acid A receptor, alpha 3|gamma-animobutyric acid (GABA) A receptor, alpha 3"	X	Xq28	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
GABRA6	autism	ENSG00000145863	2559	0	0	1	0	0	0	0	0	0	0	0	"gamma-aminobutyric acid (GABA) A receptor, alpha 6"	MGC116903|MGC116904	"GABA subunit A receptor alpha 6|gamma-aminobutyric acid A receptor, alpha 6"	5	5q34	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
WRN	autism	ENSG00000165392	7486	0	0	1	0	0	0	0	0	0	0	0	"Werner syndrome, RecQ helicase-like"	DKFZp686C2056|RECQ3|RECQL2|RECQL3	Werner syndrome protein	8	8p12-p11.2	19077115,	1	1	0.0070		0	0	0	0.9000000000000001	
PPIG	autism	ENSG00000138398	9360	0	1	1	0	0	0	0	0	0	0	0	peptidylprolyl isomerase G (cyclophilin G)	CARS-Cyp|CYP|MGC133241|SRCyp	Clk-associating RS-cyclophilin|peptidyl-prolyl isomerase G (cyclophilin G)|peptidylprolyl isomerase G	2	2q31.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CADPS2	autism		93664	0	1	1	0	0	0	0	0	1	0	0	Ca++-dependent secretion activator 2	FLJ40851|KIAA1591	Ca++-dependent activator protein for secretion 2|Ca2+-dependent activator protein for secretion 2	7	7q31.3	19058789,	1	3	0.0070		0	0	0	0.9000000000000001	
MTR	autism	ENSG00000116984	4548	0	1	1	0	0	0	0	0	0	0	0	5-methyltetrahydrofolate-homocysteine methyltransferase	FLJ33168|FLJ43216|FLJ45386|MS|cblG	5-methyltetrahydrofolate-homocysteine methyltransferase 1|cobalamin-dependent methionine synthase|methionine synthase|vitamin-B12 dependent methionine synthase	1	1q43	19440165,	1	2	0.0070		0	0	0	0.9000000000000001	
PHF8	autism	ENSG00000172943	23133	0	1	1	0	1	0	0	0	0	0	0	PHD finger protein 8	DKFZp686E0868|JHDM1F|KIAA1111|MRXSSD|ZNF422	OTTHUMP00000061869|jumonji C domain-containing histone demethylase 1F	X	Xp11.22	18498374,	1	3	0.0070		0	0	0	0.9000000000000001	
OMG	autism	ENSG00000126861	4974	0	0	1	0	0	0	0	0	0	0	1	oligodendrocyte myelin glycoprotein	OMGP	-	17	17q11.2	12566166,	1	2	0.0070		1	0	0	0.9000000000000001	
HOXB@	autism		3210	0	1	1	0	0	0	0	0	0	0	0	homeobox B cluster	HOX2@	-	17	17q21-q22	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CYP11B1	autism	ENSG00000160882	1584	0	0	1	0	0	0	0	0	0	0	0	"cytochrome P450, family 11, subfamily B, polypeptide 1"	CPN1|CYP11B|DKFZp686B05283|FHI|FLJ36771|P450C11	"cytochrome P450, subfamily XIB (steroid 11-beta-hydroxylase), polypeptide 1|cytochrome p450 XIB1|steroid 11-beta-hydroxylase|steroid 11-beta-monooxygenase"	8	8q21	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
SORL1	autism	ENSG00000137642	6653	0	0	1	0	0	0	0	0	0	0	0	"sortilin-related receptor, L(DLR class) A repeats-containing"	C11orf32|FLJ21930|FLJ39258|LR11|LRP9|SORLA|SorLA-1|gp250	mosaic protein LR11|sortilin-related receptor containing LDLR class A repeats	11	11q23.2-q24.2	19077115,	1	1	0.0070		0	0	0	0.9000000000000001	
MCM7	autism	ENSG00000166508	4176	0	1	1	0	0	0	0	0	0	0	0	minichromosome maintenance complex component 7	CDABP0042|CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS-146	DNA replication licensing factor MCM7|MCM7 minichromosome maintenance deficient 7|homolog of S. cerevisiae Cdc47|minichromosome maintenance deficient 7	7	7q21.3-q22.1	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
SRD5A1	autism	ENSG00000145545	6715	0	0	1	0	0	0	0	0	0	0	0	"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"	-	3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1|5-alpha reductase|OTTHUMP00000115519|steroid 5-alpha-reductase type I|steroid-5-alpha-reductase 1	5	5p15	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
SRD5A2	autism	ENSG00000049319	6716	0	0	1	0	0	0	0	0	0	0	0	"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"	MGC138457	3-oxo-5 alpha-steroid 4-dehydrogenase 2|steroid 5-alpha-reductase 2	2	2p23	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CALCRL	autism	ENSG00000064989	10203	0	0	1	0	0	0	0	0	0	0	0	calcitonin receptor-like	CGRPR|CRLR	-	2	2q32.1	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
TUBA1A	autism	ENSG00000167552	7846	0	0	1	0	0	0	0	0	0	0	0	"tubulin, alpha 1a"	B-ALPHA-1|FLJ25113|LIS3|TUBA3	"hum-a-tub1|hum-a-tub2|tubulin, alpha 3|tubulin, alpha, brain-specific"	12	12q12-q14.3	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
PRL	autism	ENSG00000172179	5617	0	1	1	0	0	0	0	0	0	0	0	prolactin	-	OTTHUMP00000017727	6	6p22.2-p21.3	18207134,	1	2	0.0070		0	0	0	0.9000000000000001	
SHBG	autism	ENSG00000129214	6462	0	0	1	0	0	0	0	0	0	0	0	sex hormone-binding globulin	ABP|MGC126834|MGC138391|SBP|TEBG	OTTHUMP00000135293|androgen binding protein|sex steroid-binding protein|testis-specific androgen-binding protein|testosterone-binding beta-globulin|testosterone-estradiol-binding globulin|testosterone-estrogen-binding globulin	17	17p13-p12	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
SULT2A1	autism	ENSG00000105398	6822	0	0	1	0	0	0	0	0	0	0	0	"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"	DHEA-ST|DHEAS|HST|ST2|ST2A3|STD|hSTa	"alcohol sulfotransferase|alcohol/hydroxysteroid sulfotransferase|bile-salt sulfotranasferase 2A1|bile-salt sulfotransferase 2A1|dehydroepiandrosterone sulfotransferase|hydroxysteroid sulfotransferase|sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"	19	19q13.3	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CYP11A1	autism	ENSG00000140459	1583	0	0	1	0	0	0	0	0	0	0	0	"cytochrome P450, family 11, subfamily A, polypeptide 1"	CYP11A|P450SCC	"cholesterol 20-22 desmolase|cholesterol monooxygenase (side-chain cleaving)|cytochrome P450, subfamily XIA (cholesterol side chain cleavage)|cytochrome P450C11A1|steroid 20-22-lyase"	15	15q23-q24	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
UBE2H	autism	ENSG00000186591	7328	0	1	1	0	0	0	0	0	0	0	0	"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)"	E2-20K|UBC8|UBCH|UBCH2	ubiquitin carrier protein H|ubiquitin-conjugating enzyme E2H|ubiquitin-conjugating enzyme E2H (homologous to yeast UBC8)|ubiquitin-protein ligase H	7	7q32	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
NLRP3	autism	ENSG00000162711	114548	0	1	1	0	0	0	0	0	0	0	0	"NLR family, pyrin domain containing 3"	AGTAVPRL|AII|AII/AVP|AVP|C1orf7|CIAS1|CLR1.1|FCAS|FCU|FLJ95925|MWS|NALP3|PYPAF1	"AII/AVP receptor-like|NACHT domain-, leucine-rich repeat-, and PYD-containing protein 3|NACHT, LRR and PYD containing protein 3|OTTHUMP00000038408|OTTHUMP00000038409|OTTHUMP00000038410|PYRIN-containing APAF1-like protein 1|angiotensin/vasopressin receptor AII/AVP-like|cryopyrin|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3"	1	1q44	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SMO	autism	ENSG00000128602	6608	0	1	1	0	0	0	0	0	0	0	0	smoothened homolog (Drosophila)	Gx|SMOH	seven transmembrane helix receptor|smoothened	7	7q32.3	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
XIRP2	autism	ENSG00000163092	129446	0	1	1	0	0	0	0	0	1	0	1	xin actin-binding repeat containing 2	CMYA3|DKFZp451G055|DKFZp779G1747|FLJ39111|FLJ40200|MYOMAXIN	cardiomyopathy associated 3|xeplin|xin repeat protein 2	2	2q24.3	16205742,	1	4	0.0070		0	0	0	0.9000000000000001	
GHRL	autism	ENSG00000157017	51738	0	0	1	0	0	0	0	0	0	0	0	ghrelin/obestatin prepropeptide	MTLRP|obestatin	"ghrelin, growth hormone secretagogue receptor ligand|ghrelin/obestatin|ghrelin/obestatin preprohormone|motilin-related peptide"	3	3p26-p25	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
NGFR	autism	ENSG00000064300	4804	0	0	1	0	0	0	0	0	0	0	0	"nerve growth factor receptor (TNFR superfamily, member 16)"	CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR	low affinity nerve growth factor receptor|low-affinity nerve growth factor receptor|nerve growth factor receptor	17	17q21-q22	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CUX2	autism	ENSG00000111249	23316	0	1	1	0	0	0	0	0	0	0	0	cut-like homeobox 2	CDP2|CUTL2	cut like 2|cut-like 2	12	12q24.11-q24.12	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
PRNP	autism	ENSG00000171867	5621	0	0	1	0	0	0	0	0	0	0	0	prion protein	ASCR|CD230|CJD|GSS|MGC26679|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|prion	CD230 antigen|OTTHUMP00000030162|OTTHUMP00000030163|major prion protein|p27-30|prion protein PrP|prion-related protein	20	20p13	19077115,	1	1	0.0070		0	0	0	0.9000000000000001	
FSHB	autism	ENSG00000131808	2488	0	0	1	0	0	0	0	0	0	0	0	"follicle stimulating hormone, beta polypeptide"	-	"follicle-stimulating hormone beta subunit|follitropin, beta chain"	11	11p13	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
GSTP1	autism	ENSG00000084207	2950	0	0	1	0	0	0	0	0	0	0	0	glutathione S-transferase pi 1	DFN7|FAEES3|GST3|PI	"OTTHUMP00000174659|deafness, X-linked 7|fatty acid ethyl ester synthase III|glutathione transferase"	11	11q13	17404132,	1	1	0.0070		0	0	0	0.9000000000000001	
INPP1	autism	ENSG00000151689	3628	0	1	1	0	0	0	0	0	1	0	0	inositol polyphosphate-1-phosphatase	MGC110984	-	2	2q32	19058789,	1	3	0.0070		0	0	0	0.9000000000000001	
ING3	autism	ENSG00000071243	54556	0	1	1	0	0	0	0	0	0	0	0	"inhibitor of growth family, member 3"	Eaf4|FLJ20089|ING2|MEAF4|p47ING3	-	7	7q31	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
DTNBP1	autism	ENSG00000047579	84062	0	0	1	0	0	0	0	0	0	0	0	dystrobrevin binding protein 1	DBND|DKFZp564K192|FLJ30031|HPS7|MGC20210|My031|SDY	OTTHUMP00000016062|dysbindin	6	6p22.3	18473158,	1	1	0.0070		0	0	0	0.9000000000000001	
RASGRP1	autism		10125	0	1	1	0	0	0	0	0	0	0	0	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	CALDAG-GEFI|CALDAG-GEFII|MGC129998|MGC129999|RASGRP|V|hRasGRP1	"RAS guanyl nucleotide-releasing protein 1|RAS guanyl releasing protein 1|calcium and DAG-regulated guanine nucleotide exchange factor II|guanine nucleotide exchange factor, calcium- and DAG-regulated, Rap1A|ras activator RasGRP"	15	15q14	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SCG5	autism		6447	0	1	1	0	0	0	0	0	0	0	0	secretogranin V (7B2 protein)	7B2|P7B2|SGNE1|SgV	"prohormone convertase chaperone|secretogranin V|secretory granule, neuroendocrine protein 1 (7B2 protein)"	15	15q13-q14	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CAMK2B	autism	ENSG00000058404	816	0	1	1	0	0	0	0	0	0	0	0	calcium/calmodulin-dependent protein kinase II beta	CAM2|CAMK2|CAMKB|MGC29528	CaM kinase II beta subunit|CaM-kinase II beta chain|OTTHUMP00000159355|OTTHUMP00000159356|calcium/calmodulin-dependent protein kinase type II beta chain|proline rich calmodulin-dependent protein kinase	7	22q12|7p14.3-p14.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
MAP1A	autism	ENSG00000166963	4130	0	0	1	0	0	0	0	0	0	0	0	microtubule-associated protein 1A	FLJ77111|MAP1L|MTAP1A	OTTHUMP00000196074|microtubule-associated protein 1-like	15	15q13-qter	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
UBL5	autism	ENSG00000198258	59286	0	1	1	0	0	0	0	0	0	0	0	ubiquitin-like 5	FLJ46917|HUB1|MGC131795	-	19	19p13.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
PRLR	autism	ENSG00000113494	5618	0	1	1	0	0	0	0	0	0	0	0	prolactin receptor	hPRLrI	OTTHUMP00000115998|delta 4-SF1b truncated prolactin receptor|delta 4-delta 7/11 truncated prolactin receptor|hPRL receptor|prolactin receptor delta 7/11|secreted prolactin binding protein	5	5p13.2	18207134,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC6A8	autism	ENSG00000130821	6535	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 6 (neurotransmitter transporter, creatine), member 8"	CRT|CRTR|CT1|MGC87396	OTTHUMP00000025945|creatine transporter SLC6A8|sodium- and chloride-dependent creatine transporter 1|solute carrier family 6 member 8	X	Xq28	18461508,	1	2	0.0070		0	0	0	0.9000000000000001	
KCNN3	autism	ENSG00000143603	3782	0	1	1	0	0	0	0	0	0	0	0	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"	KCa2.3|SK3|SKCA3|hSK3	OTTHUMP00000035369|OTTHUMP00000042458|OTTHUMP00000042459|small conductance calcium-activated potassium channel protein 3	1	1q21.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
SCP2	autism	ENSG00000116171	6342	0	0	1	0	0	0	0	0	0	0	0	sterol carrier protein 2	DKFZp686C12188|DKFZp686D11188|NLTP|NSL-TP|SCPX	OTTHUMP00000010488|nonspecific lipid-transfer protein|sterol carrier protein X	1	1p32	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CYP3A	autism		1574	0	0	1	0	0	0	0	0	0	0	0	"cytochrome P450, family 3, subfamily A"	CYP3	-	7	7q21.3-q22.1	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
NRG1	autism	ENSG00000157168	3084	0	1	1	0	0	0	0	0	0	0	1	neuregulin 1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|NDF|SMDF	"glial growth factor|heregulin, alpha (45kD, ERBB2 p185-activator)|neu differentiation factor|sensory and motor neuron derived factor"	8	8p12	19736351,17519028,	2	3	0.013		0	0	1	0.7000000000000001	
TH	autism	ENSG00000180176	7054	0	1	1	0	0	0	0	0	0	0	1	tyrosine hydroxylase	TYH	OTTHUMP00000011225|OTTHUMP00000011226|tyrosine 3-monooxygenase	11	11p15.5	19674121,19360691,	2	3	0.013	n 	0	0	1	0.7000000000000001	
WNT2	autism	ENSG00000105989	7472	0	1	1	0	0	0	0	1	1	0	1	wingless-type MMTV integration site family member 2	INT1L1|IRP	Int-1-related protein|protein Wnt-2|secreted growth factor	7	7q31.2	19895723,19058789,	2	5	0.013	n 	0	0	1	0.7000000000000001	
NPTX2	autism	ENSG00000106236	4885	0	1	1	0	0	0	0	0	0	0	1	neuronal pentraxin II	NARP|NP-II|NP2	apexin|neuronal activity-regulated pentaxin	7	7q21.3-q22.1	19058789,17408830,	2	3	0.013		0	0	1	0.7000000000000001	
NSD1	autism	ENSG00000165671	64324	0	1	1	0	0	0	0	0	0	0	0	nuclear receptor binding SET domain protein 1	ARA267|DKFZp666C163|FLJ10684|FLJ22263|FLJ44628|KMT3B|SOTOS|STO	androgen receptor-associated coregulator 267	5	5q35.2-q35.3	18001468,	1	2	0.0040		0	0	0	0.6000000000000001	
SLC9A9	autism	ENSG00000181804	285195	0	0	0	0	0	1	0	0	0	0	0	"solute carrier family 9 (sodium/hydrogen exchanger), member 9"	FLJ35613|NHE9|Nbla00118	"putative protein product of Nbla00118|sodium/proton exchanger NHE9|solute carrier family 9 (sodium/hydrogen exchanger), isoform 9"	3	3q24		0	1			0	0	0	0.0	
C15ORF48	autism	ENSG00000166920	84419	0	0	0	0	0	0	0	0	1	0	0	chromosome 15 open reading frame 48	FLJ22645|FOAP-11|MGC32925|NMES1	normal mucosa of esophagus specific 1	15	15q21.1		0	1			0	0	0	0.0	
SLC9A6	autism	ENSG00000198689	10479	0	0	0	0	1	0	0	0	0	0	0	"solute carrier family 9 (sodium/hydrogen exchanger), member 6"	KIAA0267|MRSA|NHE6	OTTHUMP00000024089|OTTHUMP00000024090	X	Xq26.3		0	1			0	0	0	0.0	
SCN3A	autism	ENSG00000153253	6328	0	1	0	0	0	0	0	1	1	0	0	"sodium channel, voltage-gated, type III, alpha subunit"	KIAA1356|NAC3|Nav1.3	"OTTHUMP00000041047|brain III voltage-gated sodium channel|sodium channel protein type 3 subunit alpha|sodium channel, voltage-gated, type III, alpha|sodium channel, voltage-gated, type III, alpha polypeptide"	2	2q24		0	3			0	0	0	0.0	
BTD	autism	ENSG00000169814	686	0	1	0	0	0	0	0	0	0	0	0	biotinidase	-	-	3	3p25		0	1			0	0	0	0.0	
MSNL1	autism		4479	0	1	0	0	0	0	0	0	0	1	0	moesin-like 1	-	-	5	5p14.1		0	2			0	0	0	0.0	
STOML1	autism	ENSG00000067221	9399	0	1	0	0	0	0	0	0	0	0	0	stomatin (EPB72)-like 1	FLJ36370|SLP-1|STORP|hUNC-24	stomatin (EBP72)-like 1|stomatin-like 1	15	15q24-q25		0	1			0	0	0	0.0	
CTTNBP2	autism	ENSG00000077063	83992	0	1	0	0	0	0	0	1	1	0	0	cortactin binding protein 2	C7orf8|CORTBP2|FLJ34229|KIAA1758|MGC104579|Orf4	-	7	7q31		0	3			0	0	0	0.0	
SNORA70	autism		26778	0	1	0	0	0	0	0	0	0	0	0	"small nucleolar RNA, H/ACA box 70"	DXS648E|RNU70|U70	-	X	Xq28		0	1			0	0	0	0.0	
PQBP1	autism	ENSG00000102103	10084	0	0	0	0	1	0	0	0	0	0	0	polyglutamine binding protein 1	MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS	OTTHUMP00000025808|nuclear protein containing WW domain 38 kD	X	Xp11.23		0	1			0	0	0	0.0	
NDNL2	autism	ENSG00000185115	56160	0	1	0	0	0	0	0	1	0	0	0	necdin-like 2	HCA4|MAGEG1|MAGEL3|NSE3|NSMCE3	"OTTHUMP00000159576|hepatocellular carcinoma-associated protein HCA4|melanoma antigen, family G, 1|necdin-like gene 2"	15	15q13.1		0	2			0	0	0	0.0	
C4A	autism	ENSG00000204319	720	0	1	0	0	0	0	0	0	1	0	0	complement component 4A (Rodgers blood group)	C4|C4A2|C4A3|C4A4|C4A6|C4S|CO4|CPAMD2|MGC164979|RG	C4A anaphylatoxin|OTTHUMP00000029266|Rodgers form of C4|acidic C4|complement component 4A	6	6p21.3		0	2			0	0	0	0.0	
C4B	autism	ENSG00000204342	721	0	1	0	0	0	0	0	0	1	0	1	complement component 4B (Chido blood group)	C4B1|C4B12|C4B2|C4B3|C4B5|C4F|CH|CO4|CPAMD3|FLJ60561|MGC164979	Chido form of C4|OTTHUMP00000029269|basic C4|complement C4B1a|complement component 4B	6	6p21.3		0	3			1	0	0	0.0	
PCLO	autism		27445	0	0	0	0	0	0	0	0	1	0	0	piccolo (presynaptic cytomatrix protein)	ACZ|DKFZp779G1236	aczonin|piccolo	7	7q11.23-q21.3		0	1			0	0	0	0.0	
SSTR5	autism	ENSG00000162009	6755	0	1	0	0	0	0	0	0	1	0	0	somatostatin receptor 5	-	OTTHUMP00000158593|somatostatin receptor subtype 5	16	16p13.3		0	2			0	0	0	0.0	
ADSL	autism	ENSG00000100357	158	0	1	0	1	0	0	1	0	1	0	0	adenylosuccinate lyase	AMPS|ASASE|ASL	OTTHUMP00000028724|adenylosuccinase	22	22q13.1|22q13.2		0	4			0	0	0	0.0	
PMP22	autism	ENSG00000109099	5376	0	1	0	0	0	0	0	0	0	0	0	peripheral myelin protein 22	CMT1A|CMT1E|DSS|GAS-3|HMSNIA|HNPP|MGC20769|Sp110	growth arrest-specific 3	17	17p12-p11.2		0	1			0	0	0	0.0	
HSD17B10	autism	ENSG00000072506	3028	0	0	0	0	1	0	0	0	0	0	0	hydroxysteroid (17-beta) dehydrogenase 10	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	"17-beta-hydroxysteroid dehydrogenase type 10|3-hydroxy-2-methylbutyryl-CoA dehydrogenase|AB-binding alcohol dehydrogenase|OTTHUMP00000023348|OTTHUMP00000023349|amyloid-beta binding polypeptide|amyloid-beta peptide binding alcohol dehydrogenase|mental retardation, X-linked, syndromic 11|short chain L-3-hydroxyacyl-CoA dehydrogenase type 2|short chain dehydrogenase/reductase family 5C, member 1|short chain type dehydrogenase/reductase XH98G2|type 10 17b-HSD|type 10 17beta-hydroxysteroid dehydrogenase"	X	Xp11.2		0	1			0	0	0	0.0	
SCN1A	autism	ENSG00000144285	6323	0	1	0	0	0	0	1	1	1	0	0	"sodium channel, voltage-gated, type I, alpha subunit"	FEB3|GEFSP2|HBSCI|NAC1|Nav1.1|SCN1|SMEI	"sodium channel protein, brain I alpha subunit|sodium channel, voltage-gated, type I, alpha|sodium channel, voltage-gated, type I, alpha polypeptide"	2	2q24.3		0	4			0	0	0	0.0	
